change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,lloyds_managing_agent,monitoring_status
Disappeared - Short-lived,02135730,MARKERSTUDY INSURANCE SERVICES LIMITED,Transformation Senior Pricing Analyst,"Manchester Science Park, Manchester",38177.08,38177.08,2026-03-19,2026-06-16,,Pending Review
New Posting,09900466,PIB GROUP LIMITED,Account Executive (Desk-Based),UK,31850.51,31850.51,2026-05-29,2026-06-16,,Pending Review
New Posting,09900466,PIB GROUP LIMITED,Technical Account Manager,UK,37185.39,37185.39,2026-05-30,2026-06-16,,Pending Review
