change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,lloyds_managing_agent,monitoring_status
New Posting,05933141,VITALITY CORPORATE SERVICES LIMITED,Digital Learning Consultant 6-Month Fixed Term Contract,"Westbourne, Bournemouth",45000,45000,2026-07-29,2026-07-30,,Pending Review
Disappeared - Short-lived,05933141,VITALITY CORPORATE SERVICES LIMITED,Head of Product - Life Sales 12-month FTC,"Central London, London",100000.0,100000.0,2026-07-02,2026-07-30,,Pending Review
Disappeared - Short-lived,05933141,VITALITY CORPORATE SERVICES LIMITED,Digital Learning Consultant 6-Month Fixed Term Contract,"Westbourne, Bournemouth",45000.0,45000.0,2026-07-28,2026-07-30,,Pending Review
Disappeared - Short-lived,03849958,ADMIRAL GROUP PLC,Solution Architect - Digital Platforms,UK,48909.91,48909.91,2026-07-12,2026-07-30,,Pending Review
Disappeared - Short-lived,03849958,ADMIRAL GROUP PLC,Solution Architect - Guidewire,UK,61190.52,61190.52,2026-07-12,2026-07-30,,Pending Review
Disappeared - Short-lived,03849958,ADMIRAL GROUP PLC,Solution Architect - Claims,UK,56418.36,56418.36,2026-07-12,2026-07-30,,Pending Review
