change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,lloyds_managing_agent,monitoring_status
Disappeared - Short-lived,03003606,LIBERTY MANAGING AGENCY LIMITED,Senior Programme Manager,"London, UK",70010.65,70010.65,2026-05-31,2026-06-03,,Pending Review
Disappeared - Short-lived,04977362,ARCH INSURANCE (UK) LIMITED,Senior Project Manager,"London, UK",59176.93,59176.93,2025-10-20,2026-06-03,,Pending Review
Disappeared - Short-lived,04977362,ARCH INSURANCE (UK) LIMITED,"Senior, PMO","London, UK",62731.41,62731.41,2025-10-20,2026-06-03,,Pending Review
Disappeared - Short-lived,04977362,ARCH INSURANCE (UK) LIMITED,Lean Delivery Manager,"Manchester, Greater Manchester",52126.68,52126.68,2026-01-08,2026-06-03,,Pending Review
Disappeared - Short-lived,04977362,ARCH INSURANCE (UK) LIMITED,PMO & Value Management Lead,"London, UK",53589.36,53589.36,2026-05-09,2026-06-03,,Pending Review
Disappeared - Short-lived,04977362,ARCH INSURANCE (UK) LIMITED,Process & Operational Excellence Delivery Manager,"London, UK",60929.94,60929.94,2026-05-29,2026-06-03,,Pending Review
Disappeared - Short-lived,04977362,ARCH INSURANCE (UK) LIMITED,Process & Operational Excellence Delivery Manager,"London, UK",59247.74,59247.74,2026-05-29,2026-06-03,,Pending Review
Disappeared - Short-lived,02372789,HISCOX UNDERWRITING LTD,Programme Manager - CRM & Telephony - Tech Transformation,"London, UK",43956.43,43956.43,2026-02-04,2026-06-03,,Pending Review
Disappeared - Short-lived,02372789,HISCOX UNDERWRITING LTD,Programme Manager - Data Transformation,"London, UK",39698.53,39698.53,2026-02-08,2026-06-03,,Pending Review
Disappeared - Short-lived,02372789,HISCOX UNDERWRITING LTD,Pricing Transformation Actuary,"London, UK",64947.16,64947.16,2026-03-14,2026-06-03,,Pending Review
Disappeared - Short-lived,02372789,HISCOX UNDERWRITING LTD,Senior Internal Auditor,"London, UK",39073.7,39073.7,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,02372789,HISCOX UNDERWRITING LTD,Financial Planning & Analysis Manager,"London, UK",36801.27,36801.27,2026-05-23,2026-06-03,,Pending Review
Disappeared - Short-lived,02372789,HISCOX UNDERWRITING LTD,FP&A Business Analyst - 12-month FTC,"Manchester, Greater Manchester",55071.6,55071.6,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,02372789,HISCOX UNDERWRITING LTD,PMO Analyst - Governance and Controls,"York, North Yorkshire",39759.34,39759.34,2026-05-29,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,"Analyst, Digital Delivery","London, UK",35113.43,35113.43,2026-03-06,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Project Manager,"Middleton, Ilkley",60000.0,60000.0,2026-04-20,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Project Manager,"Ilkley, West Yorkshire",60000.0,60000.0,2026-04-21,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Senior Project Manager,"Worcestershire, West Midlands",59609.27,59609.27,2026-04-24,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Cyber Security Specialist,"Worcestershire, West Midlands",39044.06,39044.06,2026-04-24,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Business Analyst - Remote - (SC & NPPV3 required),"Manchester, Greater Manchester",130000.0,136500.0,2026-05-21,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Sales Director – EPM Solutions,UK,71589.27,71589.27,2026-05-21,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Senior Business Analyst,UK,60998.77,60998.77,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Delivery Lead - Banking Data / Remediation,"London, UK",130000.0,182000.0,2026-05-23,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Content Designer - M365 Copilot Programme,"Manchester, Greater Manchester",65957.23,65957.23,2026-05-24,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Content Designer - M365 Copilot Programme,"Manchester, Greater Manchester",62943.25,62943.25,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Business Analyst - Sales Analytics,"London, UK",58798.11,58798.11,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,05222802,HENDERSON UNDERWRITING LIMITED,Network Engineer - MOD SC Cleared,"Barrow-In-Furness, Cumbria",,133900.0,2026-06-01,2026-06-03,,Pending Review
Disappeared - Short-lived,15804887,EVEREST MANAGING AGENCY LIMITED,Clinical Data Manager,UK,50154.6,50154.6,2026-05-16,2026-06-03,,Pending Review
Disappeared - Short-lived,15804887,EVEREST MANAGING AGENCY LIMITED,Senior Clinical Data Manager I,UK,57757.6,57757.6,2026-05-16,2026-06-03,,Pending Review
Disappeared - Short-lived,14778827,WAKAM UK LIMITED,Pricing Actuary/ Pricing Lead,"London, UK",89514.59,89514.59,2026-02-25,2026-06-03,,Pending Review
Disappeared - Short-lived,01479949,BMS GROUP LIMITED,BMS Project Manager,"Farringdon, Central London",91000.0,117000.0,2024-11-25,2026-06-03,,Pending Review
Disappeared - Short-lived,01479949,BMS GROUP LIMITED,Account Executive,"Reading, Berkshire",82817.46,82817.46,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,03302887,CFC UNDERWRITING LIMITED,Broker Support Specialist,"Liverpool Street, Central London",45597.79,45597.79,2026-02-20,2026-06-03,,Pending Review
Disappeared - Short-lived,03302887,CFC UNDERWRITING LIMITED,Security Architect,"Liverpool Street, Central London",95994.84,95994.84,2026-04-18,2026-06-03,,Pending Review
Disappeared - Short-lived,03302887,CFC UNDERWRITING LIMITED,Life Science Underwriter,"Liverpool Street, Central London",47605.26,47605.26,2026-05-23,2026-06-03,,Pending Review
Disappeared - Short-lived,02575623,CIRCLE INSURANCE SERVICES LIMITED,Senior Technical Support Engineer,UK,69719.88,69719.88,2026-04-26,2026-06-03,,Pending Review
Disappeared - Short-lived,02575623,CIRCLE INSURANCE SERVICES LIMITED,"Director, Partner Management, Europe",UK,85113.01,85113.01,2026-04-26,2026-06-03,,Pending Review
Disappeared - Short-lived,02575623,CIRCLE INSURANCE SERVICES LIMITED,Senior Business Analyst,"Newcastle Upon Tyne, Tyne & Wear",169000.0,195000.0,2026-05-05,2026-06-03,,Pending Review
Disappeared - Short-lived,02575623,CIRCLE INSURANCE SERVICES LIMITED,Digital Marketing Manager,"London, UK",70000.0,90000.0,2026-05-08,2026-06-03,,Pending Review
Disappeared - Short-lived,02575623,CIRCLE INSURANCE SERVICES LIMITED,Interim IT & Data Manager - Cardiff,"Cardiff, Cardiff County",91000.0,104000.0,2026-05-09,2026-06-03,,Pending Review
Disappeared - Short-lived,02575623,CIRCLE INSURANCE SERVICES LIMITED,Project Manager,"Corsham, Wiltshire",130000.0,143000.0,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,02575623,CIRCLE INSURANCE SERVICES LIMITED,Interim IT & Data Manager - Cardiff,"Cardiff County, Wales",91000.0,104000.0,2026-05-25,2026-06-03,,Pending Review
Disappeared - Short-lived,02575623,CIRCLE INSURANCE SERVICES LIMITED,Cyber Security Consultant,"London, UK",80000.0,110000.0,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,02575623,CIRCLE INSURANCE SERVICES LIMITED,Business Analyst - Nottingham,"Nottingham, Nottinghamshire",40000.0,50000.0,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,02575623,CIRCLE INSURANCE SERVICES LIMITED,Cyber Security Consultant,"Birmingham, West Midlands",70000.0,90000.0,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Creative Social Media Executive,"London, UK",36844.25,36844.25,2026-04-12,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Digital Marketing Manager,UK,60000.0,60000.0,2026-05-01,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Technical Procurement Category Manager,"Surrey, South East England",70000.0,80000.0,2026-05-05,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Procurement Specialist - remote,"London, UK",50000.0,60000.0,2026-05-05,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Interim Project Manager,"Woolston, Warrington",28000.0,32000.0,2026-05-06,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Electrical Construction Manager,"Loudwater, High Wycombe",59635.14,59635.14,2026-05-07,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Mechanical Construction Manager,"Loudwater, High Wycombe",59341.89,59341.89,2026-05-07,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Interim Commercial Finance Lead - £650-700pd,"South West England, UK",156000.0,182000.0,2026-05-07,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Interim HR Business Leader - £700-800pd,"London, UK",182000.0,208000.0,2026-05-12,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Interim Business Analyst - Digital Services £650pd,"London, UK",143000.0,169000.0,2026-05-14,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Procurement Business Partner (Indirects) - £70K,"London, UK",60000.0,70000.0,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £75K,"Manchester, Greater Manchester",65000.0,75000.0,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £75K,"Northampton, Northamptonshire",65000.0,75000.0,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £75K,"London, UK",65000.0,75000.0,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,"Sourcing Manager - FM, Real Estate & Property - £75K","Northampton, Northamptonshire",65000.0,75000.0,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,"Sourcing Manager - FM, Real Estate & Property - £75K","Glasgow, Scotland",65000.0,75000.0,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £75K,"Glasgow, Scotland",65000.0,75000.0,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,"Sourcing Manager - FM, Real Estate & Property - £75K","Manchester, Greater Manchester",65000.0,75000.0,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,"Sourcing Manager - FM, Real Estate & Property - £75K","London, UK",65000.0,75000.0,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,TPRM Lead,"London, UK",60000.0,70000.0,2026-05-18,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"Glasgow City Centre, Glasgow",65000.0,85000.0,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"London, UK",65000.0,85000.0,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"Northampton, Northamptonshire",65000.0,85000.0,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - FTC £85K,"Swindon, Wiltshire",65000.0,85000.0,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"Glasgow, Scotland",65000.0,85000.0,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - FTC £85K,"Glasgow, Scotland",65000.0,85000.0,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - FTC £85K,"London, UK",65000.0,85000.0,2026-05-19,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager,"Swindon, Wiltshire",65000.0,85000.0,2026-05-20,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Interim Process Automation and Digitisation - Supply £30ph,"Manchester, Greater Manchester",52000.0,62400.0,2026-05-20,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Electrical Project Manager,"Cardiff, Cardiff County",55000.0,75000.0,2026-05-21,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,M&E Estimator (copy),"Nottingham, Nottinghamshire",65000.0,75000.0,2026-05-21,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Interim HR Business Manager £600pd,"London, UK",130000.0,156000.0,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Service Delivery Manager,"Barbican, Central London",52051.17,52051.17,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"Glasgow City Centre, Glasgow",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - FTC £85K,"Bournemouth, Dorset",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - FTC £85K,"Sheffield, South Yorkshire",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"Edinburgh, Scotland",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"Sheffield, South Yorkshire",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - FTC £85K,"Glasgow, Scotland",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"Bournemouth, Dorset",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - FTC £85K,"Swindon, Wiltshire",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"Swindon, Wiltshire",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,UK,65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"Wakefield, West Yorkshire",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - FTC £85K,"London, UK",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"London, UK",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,IT Sourcing Manager - Software - £85K,"Northampton, Northamptonshire",65000.0,85000.0,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Mechanical Construction Manager,"High Wycombe, Buckinghamshire",59450.25,59450.25,2026-05-27,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Electrical Construction Manager,"High Wycombe, Buckinghamshire",59610.41,59610.41,2026-05-27,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Mechanical Construction Manager,"London, UK",62262.23,62262.23,2026-05-27,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Indirect Procurement Manager - £70K,"London, UK",60000.0,70000.0,2026-05-27,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Procurement Specialist,"London, UK",55000.0,65000.0,2026-05-27,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Interim Change Portfolio Manager - Benefits £529pd,"London, UK",117000.0,137540.0,2026-05-28,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Mechanical Project Manager,"Bristol, South West England",65000.0,80000.0,2026-05-29,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Lead Electrical Project Manager,"Bristol, South West England",81908.52,81908.52,2026-05-29,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Lead Mechanical Project Manager,"Bristol, South West England",90000.0,90000.0,2026-05-29,2026-06-03,,Pending Review
Disappeared - Short-lived,04206886,1ST FINANCIAL GROUP LIMITED,Procurement Project Manager / Analyst,"London, UK",117000.0,156000.0,2026-05-29,2026-06-03,,Pending Review
Disappeared - Short-lived,00983768,UNUM LIMITED,Actuarial Reporting Manager,"Dorking, Surrey",52562.17,52562.17,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,00983768,UNUM LIMITED,Actuarial Reporting Manager,"London, UK",54146.95,54146.95,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,00983768,UNUM LIMITED,Actuarial Reporting Manager,"Dorking, Surrey",53367.35,53367.35,2026-05-22,2026-06-03,,Pending Review
Disappeared - Short-lived,02678367,MOTORS INSURANCE COMPANY LIMITED,Director of Engineering - Digital Products,UK,60934.53,60934.53,2026-04-18,2026-06-03,,Pending Review
Disappeared - Short-lived,02678367,MOTORS INSURANCE COMPANY LIMITED,Social Media and Advocacy Manager,UK,36879.02,36879.02,2026-05-18,2026-06-03,,Pending Review
Disappeared - Short-lived,11105895,AIOI NISSAY DOWA INSURANCE UK LIMITED,Senior Guidewire Developer,UK,60000.0,78000.0,2026-05-06,2026-06-03,,Pending Review
Disappeared - Short-lived,00677856,RENTOKIL INSURANCE LIMITED,Digital Data Analyst,"Crawley, West Sussex",39491.26,39491.26,2026-05-12,2026-06-03,,Pending Review
Disappeared - Short-lived,00677856,RENTOKIL INSURANCE LIMITED,National Account Manager - Construction,"Bristol, South West England",50219.79,50219.79,2026-05-15,2026-06-03,,Pending Review
Disappeared - Short-lived,00677856,RENTOKIL INSURANCE LIMITED,Contracts Manager,"Bristol, South West England",48000.0,48000.0,2026-05-18,2026-06-03,,Pending Review
Disappeared - Short-lived,00677856,RENTOKIL INSURANCE LIMITED,Senior Contracts Manager,"Bristol, South West England",59733.5,59733.5,2026-05-18,2026-06-03,,Pending Review
Disappeared - Short-lived,00677856,RENTOKIL INSURANCE LIMITED,Senior Contracts Manager,"Digswell, Welwyn",60502.73,60502.73,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,00677856,RENTOKIL INSURANCE LIMITED,National Account Manager - Construction,"Digswell, Welwyn",50988.5,50988.5,2026-05-26,2026-06-03,,Pending Review
Disappeared - Short-lived,00677856,RENTOKIL INSURANCE LIMITED,Contracts Manager,"Digswell, Welwyn",48000.0,48000.0,2026-05-27,2026-06-03,,Pending Review
Disappeared - Short-lived,02837811,HISCOX PLC,Financial Planning & Analysis Manager,"London, UK",36801.27,36801.27,2026-05-23,2026-06-03,,Pending Review
Disappeared - Short-lived,01636368,ACORN INSURANCE AND FINANCIAL SERVICES LIMITED,Retail Account Project Manager,"Swindon, Wiltshire",45000.0,45000.0,2026-05-05,2026-06-03,,Pending Review
Disappeared - Short-lived,01636368,ACORN INSURANCE AND FINANCIAL SERVICES LIMITED,Project Manager,UK,45000.0,45500.0,2026-05-08,2026-06-03,,Pending Review
Disappeared - Short-lived,01636368,ACORN INSURANCE AND FINANCIAL SERVICES LIMITED,Project Manager,"Blaenllechau, Ferndale",45000.0,45500.0,2026-05-08,2026-06-03,,Pending Review
Disappeared - Short-lived,01636368,ACORN INSURANCE AND FINANCIAL SERVICES LIMITED,Cloud Accounting Digital Services Manager,"Langford, Cullompton",32000.0,35000.0,2026-05-08,2026-06-03,,Pending Review
Disappeared - Short-lived,02982445,INSURANCE FACTORY LIMITED,Machine Operator,UK,32504.0,36504.0,2026-05-13,2026-06-03,,Pending Review
Disappeared - Short-lived,08312009,INCORPORATED INSURANCE GROUP LIMITED,Founding Engineer,"Liverpool, Merseyside",70782.29,70782.29,2026-02-27,2026-06-03,,Pending Review
Disappeared - Short-lived,02135730,MARKERSTUDY INSURANCE SERVICES LIMITED,Technical Business Analyst,"Eastern England, UK",52482.78,52482.78,2026-05-16,2026-06-03,,Pending Review
Disappeared - Short-lived,02135730,MARKERSTUDY INSURANCE SERVICES LIMITED,Project Manager,"Eastern England, UK",45032.66,45032.66,2026-05-16,2026-06-03,,Pending Review
Disappeared - Short-lived,02135730,MARKERSTUDY INSURANCE SERVICES LIMITED,Marketing Executive,"Manchester Science Park, Manchester",30998.55,30998.55,2026-05-21,2026-06-03,,Pending Review
Disappeared - Short-lived,02135730,MARKERSTUDY INSURANCE SERVICES LIMITED,CMS Content Editor,"Manchester, Greater Manchester",40453.38,40453.38,2026-05-30,2026-06-03,,Pending Review
Disappeared - Short-lived,10879844,ALCHEMY UNDERWRITING LIMITED,Operations Technician/Analyst - Specialty Markets,"London, UK",63506.95,63506.95,2026-05-12,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Solutions Consultant - Strategic Accounts,"London, UK",58078.52,58078.52,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Professional Services Principal Consulant,"London, UK",72518.36,72518.36,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Cortex Cloud Sales Specialist - Public Sector,"London, UK",71531.73,71531.73,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Domain Consultant - SASE,"London, UK",62971.46,62971.46,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Cortex & Cloud Sales Specialist - Strategic Accounts,"London, UK",68856.12,68856.12,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Major Account Manger - Regional Government,"London, UK",57012.13,57012.13,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Software Firewall Sales Specialist,"London, UK",72939.52,72939.52,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,"Sr. Technical Support Engineer, Focused Services","London, UK",55397.98,55397.98,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Senior Technical Support Engineer - Focused Services,"London, UK",64628.71,64628.71,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,AI Sales Specialist,"London, UK",57584.57,57584.57,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Solutions Consultant - Consumer - North,"London, UK",64649.98,64649.98,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Services Sales Engineer,"London, UK",59273.73,59273.73,2026-02-06,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,"Senior Manager (Pre Sales), Domain Consulting (Cortex Cloud)","London, UK",96453.86,96453.86,2026-02-21,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,"Sales Enablement Lead, Unit 42","London, UK",61615.54,61615.54,2026-02-21,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Cortex Partner Development Manager,"London, UK",79390.66,79390.66,2026-02-25,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,"Content Syndication Manager, EMEA","London, UK",78983.31,78983.31,2026-03-11,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,"SEM Strategist, EMEA","London, UK",58199.94,58199.94,2026-03-11,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Senior Media Strategist,"London, UK",59582.39,59582.39,2026-03-11,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Renewals Account Manager,"London, UK",53102.85,53102.85,2026-03-17,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,"Principal Consultant, Incident Preparedness","London, UK",85256.96,85256.96,2026-03-20,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Principal Architect - NetSec,"London, UK",65991.58,65991.58,2026-03-29,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Global Solutions Architects - SASE,"London, UK",67227.98,67227.98,2026-03-29,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Principal Architect - SecOps,"London, UK",62380.56,62380.56,2026-03-29,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Solutions Consultant,"London, UK",66002.91,66002.91,2026-04-01,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Major Account Manager - Technology,"London, UK",52652.27,52652.27,2026-04-11,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Major Account Manager - Retail,"London, UK",50897.56,50897.56,2026-04-12,2026-06-03,,Pending Review
Disappeared - Short-lived,03637636,ALTO UNDERWRITING LIMITED,Major Account Manager - Regional Government,"London, UK",57228.44,57228.44,2026-04-18,2026-06-03,,Pending Review
