change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,lloyds_managing_agent,monitoring_status
Disappeared - Short-lived,00078950,AXA INSURANCE UK PLC,Trading Underwriter - Commercial,"Belfast, Northern Ireland",30000.0,30000.0,2026-06-05,2026-07-06,,Pending Review
Disappeared,14939984,COVERYS LIMITED,Process Control Engineer,"Reedley, Burnley",28000.0,30000.0,2026-05-23,2026-07-06,,Pending Review
Disappeared,02837811,HISCOX PLC,FP&A Business Analyst - 12-month FTC,"Manchester, Greater Manchester",55071.6,55071.6,2026-05-28,2026-07-06,,Pending Review
Disappeared - Short-lived,02837811,HISCOX PLC,Service Management Partner,"London, UK",48254.88,48254.88,2026-06-12,2026-07-06,,Pending Review
