change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,lloyds_managing_agent,monitoring_status
New Posting,00078950,AXA INSURANCE UK PLC,Trading Underwriter - Commercial,"Belfast, Northern Ireland",30000,30000,2026-06-05,2026-06-06,,Pending Review
Disappeared - Short-lived,02837811,HISCOX PLC,Programme Manager - CRM & Telephony - Tech Transformation,"London, UK",43956.43,43956.43,2026-02-04,2026-06-06,,Pending Review
Disappeared - Short-lived,02837811,HISCOX PLC,Programme Manager - Data Transformation,"London, UK",39698.53,39698.53,2026-02-08,2026-06-06,,Pending Review
